caseid,concept:name,label,name,order,timestamp
1001,1001,"{'anomaly': 'Replace', 'attr': {'indices': [5], 'replaced': {'attributes': {'concept:name': 'Activity G', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity G', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity B,2,1970-01-01T10:00:00.000+09:00
1001,1001,"{'anomaly': 'Replace', 'attr': {'indices': [5], 'replaced': {'attributes': {'concept:name': 'Activity G', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity G', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity C,3,1970-01-01T11:00:00.000+09:00
1001,1001,"{'anomaly': 'Replace', 'attr': {'indices': [5], 'replaced': {'attributes': {'concept:name': 'Activity G', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity G', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity D,4,1970-01-01T12:00:00.000+09:00
1001,1001,"{'anomaly': 'Replace', 'attr': {'indices': [5], 'replaced': {'attributes': {'concept:name': 'Activity G', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity G', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity E,5,1970-01-01T13:00:00.000+09:00
1001,1001,"{'anomaly': 'Replace', 'attr': {'indices': [5], 'replaced': {'attributes': {'concept:name': 'Activity G', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity G', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Random activity 7,6,
1001,1001,"{'anomaly': 'Replace', 'attr': {'indices': [5], 'replaced': {'attributes': {'concept:name': 'Activity G', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity G', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity M,7,1970-01-01T14:00:00.000+09:00
1001,1001,"{'anomaly': 'Replace', 'attr': {'indices': [5], 'replaced': {'attributes': {'concept:name': 'Activity G', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity G', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity K,8,1970-01-01T14:00:00.000+09:00
1001,1001,"{'anomaly': 'Replace', 'attr': {'indices': [5], 'replaced': {'attributes': {'concept:name': 'Activity G', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity G', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity J,9,1970-01-01T15:00:00.000+09:00
1001,1001,"{'anomaly': 'Replace', 'attr': {'indices': [5], 'replaced': {'attributes': {'concept:name': 'Activity G', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity G', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity I,10,1970-01-01T15:00:00.000+09:00
1001,1001,"{'anomaly': 'Replace', 'attr': {'indices': [5], 'replaced': {'attributes': {'concept:name': 'Activity G', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity G', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity N,11,1970-01-01T15:00:00.000+09:00
1001,1001,"{'anomaly': 'Replace', 'attr': {'indices': [5], 'replaced': {'attributes': {'concept:name': 'Activity G', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity G', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity L,12,1970-01-01T15:00:00.000+09:00
1001,1001,"{'anomaly': 'Replace', 'attr': {'indices': [5], 'replaced': {'attributes': {'concept:name': 'Activity G', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity G', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity H,13,1970-01-01T16:00:00.000+09:00
1001,1001,"{'anomaly': 'Replace', 'attr': {'indices': [5], 'replaced': {'attributes': {'concept:name': 'Activity G', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity G', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity F,14,1970-01-01T17:00:00.000+09:00
1002,1002,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1002,1002,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1002,1002,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1002,1002,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1002,1002,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1002,1002,normal,Activity G,6,1970-01-01T14:00:00.000+09:00
1002,1002,normal,Activity M,7,1970-01-01T14:00:00.000+09:00
1002,1002,normal,Activity K,8,1970-01-01T14:00:00.000+09:00
1002,1002,normal,Activity I,9,1970-01-01T15:00:00.000+09:00
1002,1002,normal,Activity J,10,1970-01-01T15:00:00.000+09:00
1002,1002,normal,Activity N,11,1970-01-01T15:00:00.000+09:00
1002,1002,normal,Activity L,12,1970-01-01T15:00:00.000+09:00
1002,1002,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1002,1002,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1003,1003,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1003,1003,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1003,1003,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1003,1003,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1003,1003,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1003,1003,normal,Activity K,6,1970-01-01T14:00:00.000+09:00
1003,1003,normal,Activity M,7,1970-01-01T14:00:00.000+09:00
1003,1003,normal,Activity G,8,1970-01-01T14:00:00.000+09:00
1003,1003,normal,Activity L,9,1970-01-01T15:00:00.000+09:00
1003,1003,normal,Activity N,10,1970-01-01T15:00:00.000+09:00
1003,1003,normal,Activity J,11,1970-01-01T15:00:00.000+09:00
1003,1003,normal,Activity I,12,1970-01-01T15:00:00.000+09:00
1003,1003,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1003,1003,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1004,1004,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1004,1004,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1004,1004,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1004,1004,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1004,1004,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1004,1004,normal,Activity K,6,1970-01-01T14:00:00.000+09:00
1004,1004,normal,Activity M,7,1970-01-01T14:00:00.000+09:00
1004,1004,normal,Activity G,8,1970-01-01T14:00:00.000+09:00
1004,1004,normal,Activity L,9,1970-01-01T15:00:00.000+09:00
1004,1004,normal,Activity N,10,1970-01-01T15:00:00.000+09:00
1004,1004,normal,Activity I,11,1970-01-01T15:00:00.000+09:00
1004,1004,normal,Activity J,12,1970-01-01T15:00:00.000+09:00
1004,1004,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1004,1004,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity A,1,1970-01-01T09:00:00.000+09:00
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity B,2,1970-01-01T10:00:00.000+09:00
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity C,3,1970-01-01T11:00:00.000+09:00
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity D,4,1970-01-01T12:00:00.000+09:00
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity E,5,1970-01-01T13:00:00.000+09:00
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity K,6,1970-01-01T14:00:00.000+09:00
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Random activity 8,7,
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity G,8,1970-01-01T14:00:00.000+09:00
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity L,9,1970-01-01T15:00:00.000+09:00
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity N,10,1970-01-01T15:00:00.000+09:00
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity I,11,1970-01-01T15:00:00.000+09:00
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity J,12,1970-01-01T15:00:00.000+09:00
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity H,13,1970-01-01T16:00:00.000+09:00
1005,1005,"{'anomaly': 'Replace', 'attr': {'indices': [6], 'replaced': {'attributes': {'concept:name': 'Activity M', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T14:00:00.000+09:00'}, 'name': 'Activity M', 'timestamp': '1970-01-01T14:00:00.000+09:00'}}}",Activity F,14,1970-01-01T17:00:00.000+09:00
1006,1006,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1006,1006,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1006,1006,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1006,1006,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1006,1006,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1006,1006,normal,Activity M,6,1970-01-01T14:00:00.000+09:00
1006,1006,normal,Activity K,7,1970-01-01T14:00:00.000+09:00
1006,1006,normal,Activity G,8,1970-01-01T14:00:00.000+09:00
1006,1006,normal,Activity N,9,1970-01-01T15:00:00.000+09:00
1006,1006,normal,Activity L,10,1970-01-01T15:00:00.000+09:00
1006,1006,normal,Activity I,11,1970-01-01T15:00:00.000+09:00
1006,1006,normal,Activity J,12,1970-01-01T15:00:00.000+09:00
1006,1006,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1006,1006,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1007,1007,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1007,1007,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1007,1007,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1007,1007,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1007,1007,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1007,1007,normal,Activity G,6,1970-01-01T14:00:00.000+09:00
1007,1007,normal,Activity K,7,1970-01-01T14:00:00.000+09:00
1007,1007,normal,Activity M,8,1970-01-01T14:00:00.000+09:00
1007,1007,normal,Activity J,9,1970-01-01T15:00:00.000+09:00
1007,1007,normal,Activity I,10,1970-01-01T15:00:00.000+09:00
1007,1007,normal,Activity L,11,1970-01-01T15:00:00.000+09:00
1007,1007,normal,Activity N,12,1970-01-01T15:00:00.000+09:00
1007,1007,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1007,1007,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1008,1008,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1008,1008,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1008,1008,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1008,1008,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1008,1008,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1008,1008,normal,Activity G,6,1970-01-01T14:00:00.000+09:00
1008,1008,normal,Activity M,7,1970-01-01T14:00:00.000+09:00
1008,1008,normal,Activity K,8,1970-01-01T14:00:00.000+09:00
1008,1008,normal,Activity I,9,1970-01-01T15:00:00.000+09:00
1008,1008,normal,Activity J,10,1970-01-01T15:00:00.000+09:00
1008,1008,normal,Activity N,11,1970-01-01T15:00:00.000+09:00
1008,1008,normal,Activity L,12,1970-01-01T15:00:00.000+09:00
1008,1008,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1008,1008,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1009,1009,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1009,1009,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1009,1009,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1009,1009,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1009,1009,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1009,1009,normal,Activity K,6,1970-01-01T14:00:00.000+09:00
1009,1009,normal,Activity G,7,1970-01-01T14:00:00.000+09:00
1009,1009,normal,Activity M,8,1970-01-01T14:00:00.000+09:00
1009,1009,normal,Activity L,9,1970-01-01T15:00:00.000+09:00
1009,1009,normal,Activity I,10,1970-01-01T15:00:00.000+09:00
1009,1009,normal,Activity J,11,1970-01-01T15:00:00.000+09:00
1009,1009,normal,Activity N,12,1970-01-01T15:00:00.000+09:00
1009,1009,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1009,1009,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
101,101,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
101,101,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
101,101,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
101,101,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
101,101,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
101,101,normal,Activity K,6,1970-01-01T14:00:00.000+09:00
101,101,normal,Activity M,7,1970-01-01T14:00:00.000+09:00
101,101,normal,Activity G,8,1970-01-01T14:00:00.000+09:00
101,101,normal,Activity L,9,1970-01-01T15:00:00.000+09:00
101,101,normal,Activity N,10,1970-01-01T15:00:00.000+09:00
101,101,normal,Activity I,11,1970-01-01T15:00:00.000+09:00
101,101,normal,Activity J,12,1970-01-01T15:00:00.000+09:00
101,101,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
101,101,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1010,1010,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1010,1010,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1010,1010,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1010,1010,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1010,1010,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1010,1010,normal,Activity K,6,1970-01-01T14:00:00.000+09:00
1010,1010,normal,Activity G,7,1970-01-01T14:00:00.000+09:00
1010,1010,normal,Activity M,8,1970-01-01T14:00:00.000+09:00
1010,1010,normal,Activity L,9,1970-01-01T15:00:00.000+09:00
1010,1010,normal,Activity J,10,1970-01-01T15:00:00.000+09:00
1010,1010,normal,Activity I,11,1970-01-01T15:00:00.000+09:00
1010,1010,normal,Activity N,12,1970-01-01T15:00:00.000+09:00
1010,1010,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1010,1010,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1011,1011,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1011,1011,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1011,1011,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1011,1011,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1011,1011,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1011,1011,normal,Activity K,6,1970-01-01T14:00:00.000+09:00
1011,1011,normal,Activity M,7,1970-01-01T14:00:00.000+09:00
1011,1011,normal,Activity G,8,1970-01-01T14:00:00.000+09:00
1011,1011,normal,Activity L,9,1970-01-01T15:00:00.000+09:00
1011,1011,normal,Activity N,10,1970-01-01T15:00:00.000+09:00
1011,1011,normal,Activity J,11,1970-01-01T15:00:00.000+09:00
1011,1011,normal,Activity I,12,1970-01-01T15:00:00.000+09:00
1011,1011,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1011,1011,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1012,1012,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1012,1012,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1012,1012,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1012,1012,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1012,1012,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1012,1012,normal,Activity M,6,1970-01-01T14:00:00.000+09:00
1012,1012,normal,Activity K,7,1970-01-01T14:00:00.000+09:00
1012,1012,normal,Activity G,8,1970-01-01T14:00:00.000+09:00
1012,1012,normal,Activity N,9,1970-01-01T15:00:00.000+09:00
1012,1012,normal,Activity L,10,1970-01-01T15:00:00.000+09:00
1012,1012,normal,Activity J,11,1970-01-01T15:00:00.000+09:00
1012,1012,normal,Activity I,12,1970-01-01T15:00:00.000+09:00
