caseid,label,name,order,timestamp
7,"{'anomaly': 'Insert', 'attr': {'indices': [3, 6]}}",Activity A,1,
7,"{'anomaly': 'Insert', 'attr': {'indices': [3, 6]}}",Activity B,2,
7,"{'anomaly': 'Insert', 'attr': {'indices': [3, 6]}}",Activity C,3,
7,"{'anomaly': 'Insert', 'attr': {'indices': [3, 6]}}",Random activity 14,4,
7,"{'anomaly': 'Insert', 'attr': {'indices': [3, 6]}}",Activity D,5,
7,"{'anomaly': 'Insert', 'attr': {'indices': [3, 6]}}",Activity E,6,
7,"{'anomaly': 'Insert', 'attr': {'indices': [3, 6]}}",Random activity 1,7,
7,"{'anomaly': 'Insert', 'attr': {'indices': [3, 6]}}",Activity T,8,
7,"{'anomaly': 'Insert', 'attr': {'indices': [3, 6]}}",Activity F,9,
8,normal,Activity A,1,
8,normal,Activity B,2,
8,normal,Activity C,3,
8,normal,Activity D,4,
8,normal,Activity E,5,
8,normal,Activity K,6,
8,normal,Activity R,7,
8,normal,Activity S,8,
8,normal,Activity L,9,
8,normal,Activity F,10,
9,normal,Activity A,1,
9,normal,Activity B,2,
9,normal,Activity C,3,
9,normal,Activity D,4,
9,normal,Activity E,5,
9,normal,Activity T,6,
9,normal,Activity F,7,
10,normal,Activity A,1,
10,normal,Activity B,2,
10,normal,Activity C,3,
10,normal,Activity D,4,
10,normal,Activity E,5,
10,normal,Activity T,6,
10,normal,Activity F,7,
11,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'start': 3}}",Activity A,1,
11,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'start': 3}}",Activity B,2,
11,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'start': 3}}",Activity C,3,
11,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'start': 3}}",Activity T,4,
11,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'start': 3}}",Activity F,5,
12,normal,Activity A,1,
12,normal,Activity B,2,
12,normal,Activity C,3,
12,normal,Activity D,4,
12,normal,Activity E,5,
12,normal,Activity T,6,
12,normal,Activity F,7,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 6, 'size': 2}}",Activity A,1,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 6, 'size': 2}}",Activity D,2,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 6, 'size': 2}}",Activity E,3,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 6, 'size': 2}}",Activity G,4,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 6, 'size': 2}}",Activity H,5,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 6, 'size': 2}}",Activity I,6,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 6, 'size': 2}}",Activity B,7,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 6, 'size': 2}}",Activity C,8,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 6, 'size': 2}}",Activity J,9,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 6, 'size': 2}}",Activity F,10,
14,normal,Activity A,1,
14,normal,Activity B,2,
14,normal,Activity C,3,
14,normal,Activity D,4,
14,normal,Activity E,5,
14,normal,Activity T,6,
14,normal,Activity F,7,
15,normal,Activity A,1,
15,normal,Activity B,2,
15,normal,Activity C,3,
15,normal,Activity D,4,
15,normal,Activity E,5,
15,normal,Activity K,6,
15,normal,Activity O,7,
15,normal,Activity P,8,
15,normal,Activity L,9,
15,normal,Activity F,10,
16,normal,Activity A,1,
16,normal,Activity B,2,
16,normal,Activity C,3,
16,normal,Activity D,4,
16,normal,Activity E,5,
16,normal,Activity K,6,
16,normal,Activity R,7,
16,normal,Activity S,8,
16,normal,Activity L,9,
16,normal,Activity F,10,
17,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity T', 'timestamp': None}], 'start': 4}}",Activity A,1,
17,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity T', 'timestamp': None}], 'start': 4}}",Activity B,2,
17,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity T', 'timestamp': None}], 'start': 4}}",Activity C,3,
17,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity T', 'timestamp': None}], 'start': 4}}",Activity D,4,
17,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity T', 'timestamp': None}], 'start': 4}}",Activity F,5,
18,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity A,1,
18,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity B,2,
18,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity C,3,
18,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity D,4,
18,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity B,5,
18,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity C,6,
18,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity D,7,
18,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity E,8,
18,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity T,9,
18,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity F,10,
19,"{'anomaly': 'Early', 'attr': {'shift_from': 5, 'shift_to': 3, 'size': 1}}",Activity A,1,
19,"{'anomaly': 'Early', 'attr': {'shift_from': 5, 'shift_to': 3, 'size': 1}}",Activity B,2,
19,"{'anomaly': 'Early', 'attr': {'shift_from': 5, 'shift_to': 3, 'size': 1}}",Activity C,3,
19,"{'anomaly': 'Early', 'attr': {'shift_from': 5, 'shift_to': 3, 'size': 1}}",Activity E,4,
19,"{'anomaly': 'Early', 'attr': {'shift_from': 5, 'shift_to': 3, 'size': 1}}",Activity D,5,
19,"{'anomaly': 'Early', 'attr': {'shift_from': 5, 'shift_to': 3, 'size': 1}}",Activity T,6,
19,"{'anomaly': 'Early', 'attr': {'shift_from': 5, 'shift_to': 3, 'size': 1}}",Activity F,7,
20,normal,Activity A,1,
20,normal,Activity B,2,
20,normal,Activity C,3,
20,normal,Activity D,4,
20,normal,Activity E,5,
20,normal,Activity K,6,
20,normal,Activity R,7,
20,normal,Activity S,8,
20,normal,Activity L,9,
20,normal,Activity F,10,
21,normal,Activity A,1,
21,normal,Activity B,2,
21,normal,Activity C,3,
21,normal,Activity D,4,
21,normal,Activity E,5,
21,normal,Activity T,6,
21,normal,Activity F,7,
22,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity C,1,
22,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity D,2,
22,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity A,3,
22,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity B,4,
22,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity E,5,
22,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity T,6,
22,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity F,7,
23,normal,Activity A,1,
23,normal,Activity B,2,
23,normal,Activity C,3,
23,normal,Activity D,4,
23,normal,Activity E,5,
23,normal,Activity T,6,
23,normal,Activity F,7,
24,normal,Activity A,1,
24,normal,Activity B,2,
24,normal,Activity C,3,
24,normal,Activity D,4,
24,normal,Activity E,5,
24,normal,Activity T,6,
24,normal,Activity F,7,
25,normal,Activity A,1,
25,normal,Activity B,2,
25,normal,Activity C,3,
25,normal,Activity D,4,
25,normal,Activity E,5,
25,normal,Activity T,6,
25,normal,Activity F,7,
26,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity A,1,
26,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity B,2,
26,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity C,3,
26,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity A,4,
26,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity B,5,
26,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity C,6,
26,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity D,7,
26,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity E,8,
26,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity T,9,
26,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity F,10,
27,normal,Activity A,1,
27,normal,Activity B,2,
27,normal,Activity C,3,
27,normal,Activity D,4,
27,normal,Activity E,5,
27,normal,Activity T,6,
27,normal,Activity F,7,
28,normal,Activity A,1,
28,normal,Activity B,2,
28,normal,Activity C,3,
28,normal,Activity D,4,
28,normal,Activity E,5,
28,normal,Activity T,6,
28,normal,Activity F,7,
29,normal,Activity A,1,
29,normal,Activity B,2,
29,normal,Activity C,3,
29,normal,Activity D,4,
29,normal,Activity E,5,
29,normal,Activity T,6,
29,normal,Activity F,7,
30,normal,Activity A,1,
30,normal,Activity B,2,
30,normal,Activity C,3,
30,normal,Activity D,4,
30,normal,Activity E,5,
30,normal,Activity T,6,
30,normal,Activity F,7,
31,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity A,1,
31,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity B,2,
31,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity C,3,
31,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity D,4,
31,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity B,5,
31,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity C,6,
31,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity D,7,
31,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity E,8,
31,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity T,9,
31,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity B', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity F,10,
32,normal,Activity A,1,
32,normal,Activity B,2,
32,normal,Activity C,3,
32,normal,Activity D,4,
32,normal,Activity E,5,
32,normal,Activity K,6,
32,normal,Activity Q,7,
32,normal,Activity L,8,
32,normal,Activity F,9,
33,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity E,1,
33,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity T,2,
33,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity A,3,
33,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity B,4,
33,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity C,5,
33,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity D,6,
33,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity F,7,
34,normal,Activity A,1,
34,normal,Activity B,2,
34,normal,Activity C,3,
34,normal,Activity D,4,
34,normal,Activity E,5,
34,normal,Activity T,6,
34,normal,Activity F,7,
35,normal,Activity A,1,
35,normal,Activity B,2,
35,normal,Activity C,3,
35,normal,Activity D,4,
35,normal,Activity E,5,
35,normal,Activity K,6,
35,normal,Activity O,7,
35,normal,Activity P,8,
35,normal,Activity L,9,
35,normal,Activity F,10,
36,normal,Activity A,1,
36,normal,Activity B,2,
36,normal,Activity C,3,
36,normal,Activity D,4,
36,normal,Activity E,5,
36,normal,Activity T,6,
36,normal,Activity F,7,
37,normal,Activity A,1,
37,normal,Activity B,2,
37,normal,Activity C,3,
37,normal,Activity D,4,
37,normal,Activity E,5,
37,normal,Activity T,6,
37,normal,Activity F,7,
38,normal,Activity A,1,
38,normal,Activity B,2,
38,normal,Activity C,3,
38,normal,Activity D,4,
38,normal,Activity E,5,
38,normal,Activity T,6,
38,normal,Activity F,7,
39,normal,Activity A,1,
39,normal,Activity B,2,
39,normal,Activity C,3,
39,normal,Activity D,4,
39,normal,Activity E,5,
39,normal,Activity T,6,
39,normal,Activity F,7,
40,normal,Activity A,1,
40,normal,Activity B,2,
40,normal,Activity C,3,
40,normal,Activity D,4,
40,normal,Activity E,5,
40,normal,Activity K,6,
40,normal,Activity R,7,
40,normal,Activity S,8,
40,normal,Activity L,9,
40,normal,Activity F,10,
41,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity A,1,
41,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Random activity 14,2,
41,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity B,3,
41,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity C,4,
41,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity D,5,
41,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity E,6,
41,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity T,7,
41,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity F,8,
42,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}], 'size': 2, 'start': 8}}",Activity A,1,
42,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}], 'size': 2, 'start': 8}}",Activity B,2,
42,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}], 'size': 2, 'start': 8}}",Activity C,3,
42,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}], 'size': 2, 'start': 8}}",Activity D,4,
42,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}], 'size': 2, 'start': 8}}",Activity E,5,
42,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}], 'size': 2, 'start': 8}}",Activity G,6,
42,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}], 'size': 2, 'start': 8}}",Activity H,7,
42,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}], 'size': 2, 'start': 8}}",Activity I,8,
42,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}], 'size': 2, 'start': 8}}",Activity E,9,
42,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}], 'size': 2, 'start': 8}}",Activity G,10,
42,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}], 'size': 2, 'start': 8}}",Activity J,11,
42,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}], 'size': 2, 'start': 8}}",Activity F,12,
43,normal,Activity A,1,
43,normal,Activity B,2,
43,normal,Activity C,3,
43,normal,Activity D,4,
43,normal,Activity E,5,
43,normal,Activity T,6,
43,normal,Activity F,7,
44,normal,Activity A,1,
44,normal,Activity B,2,
44,normal,Activity C,3,
44,normal,Activity D,4,
44,normal,Activity E,5,
44,normal,Activity T,6,
44,normal,Activity F,7,
45,normal,Activity A,1,
45,normal,Activity B,2,
45,normal,Activity C,3,
45,normal,Activity D,4,
45,normal,Activity E,5,
45,normal,Activity K,6,
45,normal,Activity M,7,
45,normal,Activity N,8,
45,normal,Activity L,9,
45,normal,Activity F,10,
46,normal,Activity A,1,
46,normal,Activity B,2,
46,normal,Activity C,3,
46,normal,Activity D,4,
46,normal,Activity E,5,
46,normal,Activity T,6,
46,normal,Activity F,7,
47,normal,Activity A,1,
47,normal,Activity B,2,
47,normal,Activity C,3,
47,normal,Activity D,4,
47,normal,Activity E,5,
47,normal,Activity T,6,
47,normal,Activity F,7,
48,normal,Activity A,1,
48,normal,Activity B,2,
48,normal,Activity C,3,
48,normal,Activity D,4,
48,normal,Activity E,5,
48,normal,Activity T,6,
48,normal,Activity F,7,
49,normal,Activity A,1,
49,normal,Activity B,2,
49,normal,Activity C,3,
49,normal,Activity D,4,
49,normal,Activity E,5,
49,normal,Activity T,6,
49,normal,Activity F,7,
50,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Activity A,1,
50,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Activity B,2,
50,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Activity C,3,
50,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Activity D,4,
50,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Random activity 6,5,
50,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Activity E,6,
50,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Activity T,7,
50,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Activity F,8,
51,normal,Activity A,1,
51,normal,Activity B,2,
51,normal,Activity C,3,
51,normal,Activity D,4,
51,normal,Activity E,5,
51,normal,Activity T,6,
51,normal,Activity F,7,
52,normal,Activity A,1,
52,normal,Activity B,2,
52,normal,Activity C,3,
52,normal,Activity D,4,
52,normal,Activity E,5,
52,normal,Activity T,6,
