caseid,concept:name,label,name,order,timestamp
1-270399977,1-270399977,"{'anomaly': 'Replace', 'attr': {'indices': [2], 'replaced': {'attributes': {'concept:name': 'Accepted', 'impact': 'High', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line V7n', 'org:resource': 'Juan', 'organization country': 'nl', 'organization involved': 'V32 2nd', 'product': 'PROD542', 'resource country': 'Netherlands', 'time:timestamp': '2012-01-30T11:12:05+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-30T11:12:05+01:00'}}}",Accepted+In Progress,1,2008-11-13T09:43:32+01:00
1-270399977,1-270399977,"{'anomaly': 'Replace', 'attr': {'indices': [2], 'replaced': {'attributes': {'concept:name': 'Accepted', 'impact': 'High', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line V7n', 'org:resource': 'Juan', 'organization country': 'nl', 'organization involved': 'V32 2nd', 'product': 'PROD542', 'resource country': 'Netherlands', 'time:timestamp': '2012-01-30T11:12:05+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-30T11:12:05+01:00'}}}",Accepted+In Progress,2,2012-01-30T10:56:24+01:00
1-270399977,1-270399977,"{'anomaly': 'Replace', 'attr': {'indices': [2], 'replaced': {'attributes': {'concept:name': 'Accepted', 'impact': 'High', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line V7n', 'org:resource': 'Juan', 'organization country': 'nl', 'organization involved': 'V32 2nd', 'product': 'PROD542', 'resource country': 'Netherlands', 'time:timestamp': '2012-01-30T11:12:05+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-30T11:12:05+01:00'}}}",Random activity 2,3,
1-270399977,1-270399977,"{'anomaly': 'Replace', 'attr': {'indices': [2], 'replaced': {'attributes': {'concept:name': 'Accepted', 'impact': 'High', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line V7n', 'org:resource': 'Juan', 'organization country': 'nl', 'organization involved': 'V32 2nd', 'product': 'PROD542', 'resource country': 'Netherlands', 'time:timestamp': '2012-01-30T11:12:05+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-30T11:12:05+01:00'}}}",Queued+Awaiting Assignment,4,2012-02-16T14:52:16+01:00
1-270399977,1-270399977,"{'anomaly': 'Replace', 'attr': {'indices': [2], 'replaced': {'attributes': {'concept:name': 'Accepted', 'impact': 'High', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line V7n', 'org:resource': 'Juan', 'organization country': 'nl', 'organization involved': 'V32 2nd', 'product': 'PROD542', 'resource country': 'Netherlands', 'time:timestamp': '2012-01-30T11:12:05+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-30T11:12:05+01:00'}}}",Accepted+In Progress,5,2012-02-16T15:09:17+01:00
1-270399977,1-270399977,"{'anomaly': 'Replace', 'attr': {'indices': [2], 'replaced': {'attributes': {'concept:name': 'Accepted', 'impact': 'High', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line V7n', 'org:resource': 'Juan', 'organization country': 'nl', 'organization involved': 'V32 2nd', 'product': 'PROD542', 'resource country': 'Netherlands', 'time:timestamp': '2012-01-30T11:12:05+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-30T11:12:05+01:00'}}}",Queued+Awaiting Assignment,6,2012-02-16T15:09:43+01:00
1-270399977,1-270399977,"{'anomaly': 'Replace', 'attr': {'indices': [2], 'replaced': {'attributes': {'concept:name': 'Accepted', 'impact': 'High', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line V7n', 'org:resource': 'Juan', 'organization country': 'nl', 'organization involved': 'V32 2nd', 'product': 'PROD542', 'resource country': 'Netherlands', 'time:timestamp': '2012-01-30T11:12:05+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-30T11:12:05+01:00'}}}",Accepted+In Progress,7,2012-02-16T15:10:10+01:00
1-270399977,1-270399977,"{'anomaly': 'Replace', 'attr': {'indices': [2], 'replaced': {'attributes': {'concept:name': 'Accepted', 'impact': 'High', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line V7n', 'org:resource': 'Juan', 'organization country': 'nl', 'organization involved': 'V32 2nd', 'product': 'PROD542', 'resource country': 'Netherlands', 'time:timestamp': '2012-01-30T11:12:05+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-30T11:12:05+01:00'}}}",Completed+Closed,8,2012-03-19T09:26:32+01:00
1-270427461,1-270427461,normal,Accepted+In Progress,1,2008-11-13T11:01:04+01:00
1-270427461,1-270427461,normal,Accepted+Wait,2,2009-12-02T14:24:35+01:00
1-270427461,1-270427461,normal,Accepted+In Progress,3,2011-11-14T15:57:27+01:00
1-270427461,1-270427461,normal,Accepted+In Progress,4,2012-01-18T10:17:14+01:00
1-270427461,1-270427461,normal,Completed+Closed,5,2012-01-18T10:19:21+01:00
1-310231291,1-310231291,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2009-06-25T09:47:52+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2009-06-25T09:47:52+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2012-03-28T13:10:36+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-03-28T13:10:36+02:00'}, {'attributes': {'concept:name': 'Completed', 'impact': 'Medium', 'lifecycle:transition': 'Closed', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2012-03-28T13:12:08+02:00'}, 'name': 'Completed+Closed', 'timestamp': '2012-03-28T13:12:08+02:00'}], 'size': 3, 'start': 3}}",Accepted+In Progress,1,2009-06-25T09:47:52+02:00
1-310231291,1-310231291,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2009-06-25T09:47:52+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2009-06-25T09:47:52+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2012-03-28T13:10:36+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-03-28T13:10:36+02:00'}, {'attributes': {'concept:name': 'Completed', 'impact': 'Medium', 'lifecycle:transition': 'Closed', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2012-03-28T13:12:08+02:00'}, 'name': 'Completed+Closed', 'timestamp': '2012-03-28T13:12:08+02:00'}], 'size': 3, 'start': 3}}",Accepted+In Progress,2,2012-03-28T13:10:36+02:00
1-310231291,1-310231291,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2009-06-25T09:47:52+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2009-06-25T09:47:52+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2012-03-28T13:10:36+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-03-28T13:10:36+02:00'}, {'attributes': {'concept:name': 'Completed', 'impact': 'Medium', 'lifecycle:transition': 'Closed', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2012-03-28T13:12:08+02:00'}, 'name': 'Completed+Closed', 'timestamp': '2012-03-28T13:12:08+02:00'}], 'size': 3, 'start': 3}}",Completed+Closed,3,2012-03-28T13:12:08+02:00
1-310231291,1-310231291,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2009-06-25T09:47:52+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2009-06-25T09:47:52+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2012-03-28T13:10:36+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-03-28T13:10:36+02:00'}, {'attributes': {'concept:name': 'Completed', 'impact': 'Medium', 'lifecycle:transition': 'Closed', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2012-03-28T13:12:08+02:00'}, 'name': 'Completed+Closed', 'timestamp': '2012-03-28T13:12:08+02:00'}], 'size': 3, 'start': 3}}",Accepted+In Progress,4,2009-06-25T09:47:52+02:00
1-310231291,1-310231291,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2009-06-25T09:47:52+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2009-06-25T09:47:52+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2012-03-28T13:10:36+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-03-28T13:10:36+02:00'}, {'attributes': {'concept:name': 'Completed', 'impact': 'Medium', 'lifecycle:transition': 'Closed', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2012-03-28T13:12:08+02:00'}, 'name': 'Completed+Closed', 'timestamp': '2012-03-28T13:12:08+02:00'}], 'size': 3, 'start': 3}}",Accepted+In Progress,5,2012-03-28T13:10:36+02:00
1-310231291,1-310231291,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2009-06-25T09:47:52+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2009-06-25T09:47:52+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2012-03-28T13:10:36+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-03-28T13:10:36+02:00'}, {'attributes': {'concept:name': 'Completed', 'impact': 'Medium', 'lifecycle:transition': 'Closed', 'org:group': 'Org line A2', 'org:resource': 'Mats', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'M18 2nd', 'product': 'PROD38', 'resource country': 'Sweden', 'time:timestamp': '2012-03-28T13:12:08+02:00'}, 'name': 'Completed+Closed', 'timestamp': '2012-03-28T13:12:08+02:00'}], 'size': 3, 'start': 3}}",Completed+Closed,6,2012-03-28T13:12:08+02:00
1-316086072,1-316086072,normal,Accepted+In Progress,1,2009-08-11T08:44:51+02:00
1-316086072,1-316086072,normal,Queued+Awaiting Assignment,2,2009-08-11T08:55:12+02:00
1-316086072,1-316086072,normal,Accepted+Assigned,3,2009-08-11T12:01:25+02:00
1-316086072,1-316086072,normal,Queued+Awaiting Assignment,4,2010-05-18T12:35:53+02:00
1-316086072,1-316086072,normal,Accepted+In Progress,5,2010-06-16T12:00:32+02:00
1-316086072,1-316086072,normal,Accepted+Wait,6,2011-10-01T22:40:28+02:00
1-316086072,1-316086072,normal,Queued+Awaiting Assignment,7,2011-12-07T12:41:00+01:00
1-316086072,1-316086072,normal,Accepted+In Progress,8,2012-02-15T12:01:20+01:00
1-316086072,1-316086072,normal,Completed+Closed,9,2012-02-19T21:57:21+01:00
1-320604521,1-320604521,normal,Accepted+In Progress,1,2009-09-07T14:33:24+02:00
1-320604521,1-320604521,normal,Unmatched+Unmatched,2,2009-09-14T11:37:50+02:00
1-320604521,1-320604521,normal,Completed+Closed,3,2012-04-30T12:21:43+02:00
1-322204195,1-322204195,normal,Queued+Awaiting Assignment,1,2009-09-16T22:42:12+02:00
1-322204195,1-322204195,normal,Accepted+In Progress,2,2009-09-28T11:26:19+02:00
1-322204195,1-322204195,normal,Accepted+Wait,3,2009-09-28T11:26:30+02:00
1-322204195,1-322204195,normal,Queued+Awaiting Assignment,4,2010-04-08T12:09:22+02:00
1-322204195,1-322204195,normal,Queued+Awaiting Assignment,5,2010-04-08T12:11:51+02:00
1-322204195,1-322204195,normal,Accepted+In Progress,6,2010-04-12T10:05:58+02:00
1-322204195,1-322204195,normal,Accepted+Wait,7,2010-04-12T10:10:24+02:00
1-322204195,1-322204195,normal,Accepted+In Progress,8,2011-10-18T16:09:14+02:00
1-322204195,1-322204195,normal,Accepted+Wait,9,2012-05-24T10:02:19+02:00
1-322204195,1-322204195,normal,Completed+Closed,10,2012-05-24T11:03:31+02:00
1-322581861,1-322581861,normal,Accepted+In Progress,1,2009-09-18T12:50:02+02:00
1-322581861,1-322581861,normal,Unmatched+Unmatched,2,2009-11-17T14:07:38+01:00
1-322581861,1-322581861,normal,Completed+Closed,3,2012-03-13T11:53:35+01:00
1-322980802,1-322980802,normal,Accepted+In Progress,1,2009-09-21T14:13:43+02:00
1-322980802,1-322980802,normal,Completed+Closed,2,2012-02-07T13:22:11+01:00
1-323264491,1-323264491,normal,Accepted+In Progress,1,2009-09-22T14:22:05+02:00
1-323264491,1-323264491,normal,Accepted+Assigned,2,2009-09-22T14:25:17+02:00
1-323264491,1-323264491,normal,Completed+Closed,3,2012-05-24T10:57:49+02:00
1-323462732,1-323462732,normal,Accepted+In Progress,1,2009-09-23T11:52:27+02:00
1-323462732,1-323462732,normal,Accepted+Assigned,2,2010-01-04T09:00:17+01:00
1-323462732,1-323462732,normal,Accepted+In Progress,3,2010-03-17T16:36:20+01:00
1-323462732,1-323462732,normal,Accepted+Assigned,4,2010-11-09T12:35:55+01:00
1-323462732,1-323462732,normal,Accepted+In Progress,5,2010-11-09T14:20:48+01:00
1-323462732,1-323462732,normal,Accepted+In Progress,6,2012-03-30T08:00:47+02:00
1-323462732,1-323462732,normal,Accepted+Assigned,7,2012-03-30T08:05:44+02:00
1-323462732,1-323462732,normal,Accepted+In Progress,8,2012-04-19T10:01:14+02:00
1-323462732,1-323462732,normal,Completed+Closed,9,2012-04-19T10:01:38+02:00
1-327329880,1-327329880,normal,Accepted+In Progress,1,2009-10-14T18:12:54+02:00
1-327329880,1-327329880,normal,Accepted+Wait,2,2009-12-02T14:24:37+01:00
1-327329880,1-327329880,normal,Accepted+In Progress,3,2011-09-02T00:22:08+02:00
1-327329880,1-327329880,normal,Accepted+In Progress,4,2012-02-01T09:46:54+01:00
1-327329880,1-327329880,normal,Completed+Closed,5,2012-02-01T09:46:57+01:00
1-329451027,1-329451027,normal,Accepted+Wait,1,2009-10-26T14:47:10+01:00
1-329451027,1-329451027,normal,Unmatched+Unmatched,2,2009-10-27T09:57:26+01:00
1-329451027,1-329451027,normal,Queued+Awaiting Assignment,3,2010-03-02T13:44:22+01:00
1-329451027,1-329451027,normal,Accepted+In Progress,4,2010-03-02T13:46:10+01:00
1-329451027,1-329451027,normal,Accepted+Wait,5,2010-03-02T13:46:18+01:00
1-329451027,1-329451027,normal,Accepted+Assigned,6,2011-04-11T09:10:20+02:00
1-329451027,1-329451027,normal,Accepted+Assigned,7,2011-04-11T09:11:48+02:00
1-329451027,1-329451027,normal,Accepted+Wait,8,2011-11-28T08:21:27+01:00
1-329451027,1-329451027,normal,Accepted+In Progress,9,2012-03-30T10:53:50+02:00
1-329451027,1-329451027,normal,Completed+Closed,10,2012-03-30T10:53:53+02:00
1-329647261,1-329647261,normal,Accepted+In Progress,1,2009-10-27T09:42:40+01:00
1-329647261,1-329647261,normal,Accepted+Wait,2,2009-10-27T09:42:49+01:00
1-329647261,1-329647261,normal,Queued+Awaiting Assignment,3,2010-03-02T13:43:43+01:00
1-329647261,1-329647261,normal,Accepted+In Progress,4,2010-03-02T13:44:26+01:00
1-329647261,1-329647261,normal,Accepted+In Progress,5,2010-03-03T08:04:11+01:00
1-329647261,1-329647261,normal,Accepted+Wait,6,2010-06-13T22:32:03+02:00
1-329647261,1-329647261,normal,Accepted+Assigned,7,2011-04-11T09:12:04+02:00
1-329647261,1-329647261,normal,Accepted+Wait,8,2011-11-23T11:55:39+01:00
1-329647261,1-329647261,normal,Completed+Closed,9,2012-01-19T08:55:41+01:00
1-330634474,1-330634474,normal,Accepted+In Progress,1,2009-10-30T13:49:04+01:00
1-330634474,1-330634474,normal,Accepted+Assigned,2,2009-10-30T13:57:13+01:00
1-330634474,1-330634474,normal,Queued+Awaiting Assignment,3,2010-03-02T13:43:50+01:00
1-330634474,1-330634474,normal,Accepted+In Progress,4,2010-03-02T13:45:25+01:00
1-330634474,1-330634474,normal,Accepted+Wait,5,2010-03-02T13:45:37+01:00
1-330634474,1-330634474,normal,Completed+Closed,6,2012-03-30T10:54:30+02:00
1-331478885,1-331478885,normal,Accepted+In Progress,1,2009-11-04T08:07:28+01:00
1-331478885,1-331478885,normal,Accepted+In Progress,2,2010-03-03T15:51:55+01:00
1-331478885,1-331478885,normal,Accepted+Assigned,3,2010-03-03T15:52:18+01:00
1-331478885,1-331478885,normal,Accepted+Assigned,4,2010-05-24T17:04:58+02:00
1-331478885,1-331478885,normal,Accepted+Assigned,5,2010-08-09T12:39:59+02:00
1-331478885,1-331478885,normal,Accepted+In Progress,6,2012-04-02T10:18:59+02:00
1-331478885,1-331478885,normal,Completed+Closed,7,2012-04-02T10:19:30+02:00
1-332389008,1-332389008,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Queued+Awaiting Assignment,1,2009-11-09T16:38:14+01:00
1-332389008,1-332389008,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Random activity 2,2,
1-332389008,1-332389008,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Accepted+In Progress,3,2009-11-24T09:41:50+01:00
1-332389008,1-332389008,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Accepted+Wait,4,2010-09-10T10:45:16+02:00
1-332389008,1-332389008,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Accepted+In Progress,5,2011-03-28T11:52:46+02:00
1-332389008,1-332389008,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Accepted+Wait,6,2012-01-04T15:53:26+01:00
1-332389008,1-332389008,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Completed+Closed,7,2012-04-13T13:41:36+02:00
1-333164156,1-333164156,normal,Accepted+In Progress,1,2009-11-12T13:41:27+01:00
1-333164156,1-333164156,normal,Accepted+In Progress,2,2010-09-17T10:33:52+02:00
1-333164156,1-333164156,normal,Queued+Awaiting Assignment,3,2010-11-12T19:22:19+01:00
1-333164156,1-333164156,normal,Accepted+Assigned,4,2010-11-23T15:10:22+01:00
