caseid,concept:name,label,name,order,timestamp
1-236817141,1-236817141,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-09-03T08:02:11+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2011-09-03T08:02:11+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'Assigned', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Niklas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-11-14T16:09:27+01:00'}, 'name': 'Accepted+Assigned', 'timestamp': '2011-11-14T16:09:27+01:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2012-01-05T14:08:18+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-05T14:08:18+01:00'}], 'size': 3, 'start': 7}}",Accepted+Wait,2,2009-12-02T14:24:34+01:00
1-236817141,1-236817141,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-09-03T08:02:11+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2011-09-03T08:02:11+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'Assigned', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Niklas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-11-14T16:09:27+01:00'}, 'name': 'Accepted+Assigned', 'timestamp': '2011-11-14T16:09:27+01:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2012-01-05T14:08:18+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-05T14:08:18+01:00'}], 'size': 3, 'start': 7}}",Queued+Awaiting Assignment,3,2010-08-25T11:06:45+02:00
1-236817141,1-236817141,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-09-03T08:02:11+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2011-09-03T08:02:11+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'Assigned', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Niklas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-11-14T16:09:27+01:00'}, 'name': 'Accepted+Assigned', 'timestamp': '2011-11-14T16:09:27+01:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2012-01-05T14:08:18+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-05T14:08:18+01:00'}], 'size': 3, 'start': 7}}",Accepted+In Progress,4,2011-09-03T08:02:11+02:00
1-236817141,1-236817141,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-09-03T08:02:11+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2011-09-03T08:02:11+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'Assigned', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Niklas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-11-14T16:09:27+01:00'}, 'name': 'Accepted+Assigned', 'timestamp': '2011-11-14T16:09:27+01:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2012-01-05T14:08:18+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-05T14:08:18+01:00'}], 'size': 3, 'start': 7}}",Accepted+Assigned,5,2011-11-14T16:09:27+01:00
1-236817141,1-236817141,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-09-03T08:02:11+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2011-09-03T08:02:11+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'Assigned', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Niklas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-11-14T16:09:27+01:00'}, 'name': 'Accepted+Assigned', 'timestamp': '2011-11-14T16:09:27+01:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2012-01-05T14:08:18+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-05T14:08:18+01:00'}], 'size': 3, 'start': 7}}",Accepted+In Progress,6,2012-01-05T14:08:18+01:00
1-236817141,1-236817141,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-09-03T08:02:11+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2011-09-03T08:02:11+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'Assigned', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Niklas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-11-14T16:09:27+01:00'}, 'name': 'Accepted+Assigned', 'timestamp': '2011-11-14T16:09:27+01:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2012-01-05T14:08:18+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-05T14:08:18+01:00'}], 'size': 3, 'start': 7}}",Completed+Closed,7,2012-01-05T14:09:00+01:00
1-236817141,1-236817141,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-09-03T08:02:11+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2011-09-03T08:02:11+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'Assigned', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Niklas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-11-14T16:09:27+01:00'}, 'name': 'Accepted+Assigned', 'timestamp': '2011-11-14T16:09:27+01:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2012-01-05T14:08:18+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-05T14:08:18+01:00'}], 'size': 3, 'start': 7}}",Accepted+In Progress,8,2011-09-03T08:02:11+02:00
1-236817141,1-236817141,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-09-03T08:02:11+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2011-09-03T08:02:11+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'Assigned', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Niklas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-11-14T16:09:27+01:00'}, 'name': 'Accepted+Assigned', 'timestamp': '2011-11-14T16:09:27+01:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2012-01-05T14:08:18+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-05T14:08:18+01:00'}], 'size': 3, 'start': 7}}",Accepted+Assigned,9,2011-11-14T16:09:27+01:00
1-236817141,1-236817141,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-09-03T08:02:11+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2011-09-03T08:02:11+02:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'Assigned', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Niklas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2011-11-14T16:09:27+01:00'}, 'name': 'Accepted+Assigned', 'timestamp': '2011-11-14T16:09:27+01:00'}, {'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'cn', 'org:group': 'Org line A2', 'org:resource': 'Tomas', 'org:role': 'A2_2', 'product': 'PROD681', 'resource country': 'Sweden', 'time:timestamp': '2012-01-05T14:08:18+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2012-01-05T14:08:18+01:00'}], 'size': 3, 'start': 7}}",Accepted+In Progress,10,2012-01-05T14:08:18+01:00
1-270427461,1-270427461,normal,Accepted+In Progress,1,2008-11-13T11:01:04+01:00
1-270427461,1-270427461,normal,Accepted+Wait,2,2009-12-02T14:24:35+01:00
1-270427461,1-270427461,normal,Accepted+In Progress,3,2011-11-14T15:57:27+01:00
1-345132462,1-345132462,normal,Accepted+In Progress,1,2010-01-14T10:34:54+01:00
1-345132462,1-345132462,normal,Accepted+Wait,2,2010-01-27T10:43:29+01:00
1-345132462,1-345132462,normal,Accepted+Assigned,3,2010-02-03T10:20:05+01:00
1-345132462,1-345132462,normal,Accepted+Wait,4,2010-02-22T08:33:08+01:00
1-345132462,1-345132462,normal,Accepted+In Progress,5,2011-09-02T00:17:47+02:00
1-351314317,1-351314317,normal,Accepted+In Progress,1,2010-02-03T09:34:32+01:00
1-351314317,1-351314317,normal,Queued+Awaiting Assignment,2,2010-02-03T09:45:18+01:00
1-351314317,1-351314317,normal,Accepted+In Progress,3,2010-02-03T10:40:51+01:00
1-351314317,1-351314317,normal,Accepted+Assigned,4,2010-02-03T10:40:58+01:00
1-351314317,1-351314317,normal,Accepted+In Progress,5,2011-12-20T22:25:19+01:00
1-351314317,1-351314317,normal,Completed+Closed,6,2012-01-03T13:13:02+01:00
1-354039443,1-354039443,normal,Accepted+In Progress,1,2011-12-28T15:05:47+01:00
1-354039443,1-354039443,normal,Completed+Closed,2,2012-01-30T12:29:51+01:00
1-354350908,1-354350908,normal,Accepted+Wait,1,2010-02-16T11:03:41+01:00
1-354350908,1-354350908,normal,Accepted+In Progress,2,2011-09-02T00:16:31+02:00
1-354376900,1-354376900,normal,Accepted+Wait,1,2010-02-16T11:04:37+01:00
1-354376900,1-354376900,normal,Accepted+In Progress,2,2011-09-02T00:16:15+02:00
1-357087417,1-357087417,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'us', 'org:group': 'Org line G3', 'org:resource': 'Ewa', 'product': 'PROD98', 'resource country': 'POLAND', 'time:timestamp': '2011-12-28T16:01:17+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2011-12-28T16:01:17+01:00'}, {'attributes': {'concept:name': 'Completed', 'impact': 'Medium', 'lifecycle:transition': 'Closed', 'oranization country': 'us', 'org:group': 'Org line G3', 'org:resource': 'Ewa', 'product': 'PROD98', 'resource country': 'POLAND', 'time:timestamp': '2012-01-30T12:30:21+01:00'}, 'name': 'Completed+Closed', 'timestamp': '2012-01-30T12:30:21+01:00'}], 'size': 2, 'start': 2}}",Accepted+In Progress,1,2011-12-28T16:01:17+01:00
1-357087417,1-357087417,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'us', 'org:group': 'Org line G3', 'org:resource': 'Ewa', 'product': 'PROD98', 'resource country': 'POLAND', 'time:timestamp': '2011-12-28T16:01:17+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2011-12-28T16:01:17+01:00'}, {'attributes': {'concept:name': 'Completed', 'impact': 'Medium', 'lifecycle:transition': 'Closed', 'oranization country': 'us', 'org:group': 'Org line G3', 'org:resource': 'Ewa', 'product': 'PROD98', 'resource country': 'POLAND', 'time:timestamp': '2012-01-30T12:30:21+01:00'}, 'name': 'Completed+Closed', 'timestamp': '2012-01-30T12:30:21+01:00'}], 'size': 2, 'start': 2}}",Completed+Closed,2,2012-01-30T12:30:21+01:00
1-357087417,1-357087417,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'us', 'org:group': 'Org line G3', 'org:resource': 'Ewa', 'product': 'PROD98', 'resource country': 'POLAND', 'time:timestamp': '2011-12-28T16:01:17+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2011-12-28T16:01:17+01:00'}, {'attributes': {'concept:name': 'Completed', 'impact': 'Medium', 'lifecycle:transition': 'Closed', 'oranization country': 'us', 'org:group': 'Org line G3', 'org:resource': 'Ewa', 'product': 'PROD98', 'resource country': 'POLAND', 'time:timestamp': '2012-01-30T12:30:21+01:00'}, 'name': 'Completed+Closed', 'timestamp': '2012-01-30T12:30:21+01:00'}], 'size': 2, 'start': 2}}",Accepted+In Progress,3,2011-12-28T16:01:17+01:00
1-357087417,1-357087417,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'oranization country': 'us', 'org:group': 'Org line G3', 'org:resource': 'Ewa', 'product': 'PROD98', 'resource country': 'POLAND', 'time:timestamp': '2011-12-28T16:01:17+01:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2011-12-28T16:01:17+01:00'}, {'attributes': {'concept:name': 'Completed', 'impact': 'Medium', 'lifecycle:transition': 'Closed', 'oranization country': 'us', 'org:group': 'Org line G3', 'org:resource': 'Ewa', 'product': 'PROD98', 'resource country': 'POLAND', 'time:timestamp': '2012-01-30T12:30:21+01:00'}, 'name': 'Completed+Closed', 'timestamp': '2012-01-30T12:30:21+01:00'}], 'size': 2, 'start': 2}}",Completed+Closed,4,2012-01-30T12:30:21+01:00
1-359841262,1-359841262,normal,Accepted+In Progress,1,2010-03-11T14:06:34+01:00
1-359841262,1-359841262,normal,Accepted+In Progress,2,2010-03-11T14:10:10+01:00
1-359841262,1-359841262,normal,Queued+Awaiting Assignment,3,2010-03-11T14:12:19+01:00
1-359841262,1-359841262,normal,Accepted+In Progress,4,2010-03-11T14:12:35+01:00
1-359841262,1-359841262,normal,Queued+Awaiting Assignment,5,2010-03-11T14:12:46+01:00
1-359841262,1-359841262,normal,Accepted+In Progress,6,2010-03-11T14:13:02+01:00
1-359841262,1-359841262,normal,Accepted+Assigned,7,2010-07-20T09:25:18+02:00
1-359841262,1-359841262,normal,Accepted+In Progress,8,2011-09-05T09:28:42+02:00
1-360072755,1-360072755,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 1, 'size': 2}}",Accepted+Assigned,1,2011-11-14T16:10:03+01:00
1-360072755,1-360072755,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 1, 'size': 2}}",Queued+Awaiting Assignment,2,2010-08-25T11:04:56+02:00
1-360072755,1-360072755,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 1, 'size': 2}}",Accepted+In Progress,3,2011-09-03T07:49:00+02:00
1-360072755,1-360072755,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 1, 'size': 2}}",Accepted+Wait,4,2012-01-12T09:23:04+01:00
1-360464815,1-360464815,normal,Accepted+In Progress,1,2010-03-15T14:40:16+01:00
1-360464815,1-360464815,normal,Accepted+Wait,2,2010-04-15T16:32:45+02:00
1-360464815,1-360464815,normal,Accepted+In Progress,3,2011-06-09T11:37:15+02:00
1-360464815,1-360464815,normal,Completed+Closed,4,2012-02-21T14:57:48+01:00
1-363206822,1-363206822,normal,Accepted+In Progress,1,2010-03-26T14:03:21+01:00
1-363206822,1-363206822,normal,Accepted+In Progress,2,2010-03-26T14:05:35+01:00
1-363206822,1-363206822,normal,Queued+Awaiting Assignment,3,2010-03-26T14:05:48+01:00
1-363206822,1-363206822,normal,Accepted+In Progress,4,2011-09-05T09:28:50+02:00
1-363549934,1-363549934,normal,Accepted+In Progress,1,2012-01-19T10:09:44+01:00
1-363549934,1-363549934,normal,Completed+Closed,2,2012-01-19T10:10:41+01:00
1-364528467,1-364528467,normal,Accepted+In Progress,1,2012-01-19T10:14:11+01:00
1-364528467,1-364528467,normal,Completed+Closed,2,2012-01-19T10:14:18+01:00
1-366584206,1-366584206,normal,Accepted+In Progress,1,2012-01-09T11:25:49+01:00
1-366584206,1-366584206,normal,Completed+Closed,2,2012-01-09T11:25:51+01:00
1-366698569,1-366698569,normal,Accepted+In Progress,1,2010-04-13T14:37:07+02:00
1-366698569,1-366698569,normal,Accepted+In Progress,2,2010-04-19T16:59:00+02:00
1-366726662,1-366726662,normal,Accepted+In Progress,1,2010-04-13T14:50:15+02:00
1-366726662,1-366726662,normal,Accepted+In Progress,2,2010-04-19T16:59:58+02:00
1-366923538,1-366923538,normal,Accepted+In Progress,1,2012-01-04T16:55:26+01:00
1-366923538,1-366923538,normal,Completed+Closed,2,2012-01-30T14:05:58+01:00
1-367921041,1-367921041,normal,Queued+Awaiting Assignment,1,2011-08-24T21:27:17+02:00
1-367921041,1-367921041,normal,Accepted+In Progress,2,2011-08-29T04:54:38+02:00
1-367921041,1-367921041,normal,Accepted+Assigned,3,2011-08-29T04:55:29+02:00
1-367921041,1-367921041,normal,Accepted+In Progress,4,2011-08-29T14:48:47+02:00
1-367921041,1-367921041,normal,Accepted+Assigned,5,2011-11-11T15:57:44+01:00
1-367921041,1-367921041,normal,Accepted+Wait,6,2011-11-21T08:27:41+01:00
1-367921041,1-367921041,normal,Accepted+In Progress,7,2012-02-29T17:54:59+01:00
1-367921041,1-367921041,normal,Completed+Closed,8,2012-02-29T17:56:23+01:00
1-370436092,1-370436092,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Major', 'lifecycle:transition': 'In Progress', 'oranization country': 'fr', 'org:group': 'Org line C', 'org:resource': 'Celine', 'org:role': 'V3_3', 'product': 'PROD793', 'resource country': 'France', 'time:timestamp': '2010-04-29T09:23:20+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2010-04-29T09:23:20+02:00'}], 'start': 0}}",Queued+Awaiting Assignment,1,2010-04-29T09:23:56+02:00
1-370436092,1-370436092,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Major', 'lifecycle:transition': 'In Progress', 'oranization country': 'fr', 'org:group': 'Org line C', 'org:resource': 'Celine', 'org:role': 'V3_3', 'product': 'PROD793', 'resource country': 'France', 'time:timestamp': '2010-04-29T09:23:20+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2010-04-29T09:23:20+02:00'}], 'start': 0}}",Accepted+In Progress,2,2010-05-04T14:28:29+02:00
1-370436092,1-370436092,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {'concept:name': 'Accepted', 'impact': 'Major', 'lifecycle:transition': 'In Progress', 'oranization country': 'fr', 'org:group': 'Org line C', 'org:resource': 'Celine', 'org:role': 'V3_3', 'product': 'PROD793', 'resource country': 'France', 'time:timestamp': '2010-04-29T09:23:20+02:00'}, 'name': 'Accepted+In Progress', 'timestamp': '2010-04-29T09:23:20+02:00'}], 'start': 0}}",Accepted+In Progress,3,2010-11-09T18:47:12+01:00
